category,topic,level,word_es,translation_ru,source
Работа,Компьютер,B1,Disco duro,жесткий диск,Claude (proespanol.ru)
Работа,Компьютер,B1,Enchufe,штепсельная вилка,Claude (proespanol.ru)
Работа,Компьютер,B1,Pantalla,монитор,Claude (proespanol.ru)
Работа,Компьютер,B1,Ratón,мышь,Claude (proespanol.ru)
Работа,Компьютер,B1,Teclado,клавиатура,Claude (proespanol.ru)
Работа,Компьютер,B1,un cargador de pared,сетевое зарядное устройство,Claude (proespanol.ru)
Работа,Компьютер,A2,Auriculares,наушники,Claude (proespanol.ru)
Работа,Компьютер,A2,Escáner,сканер,Claude (proespanol.ru)
Работа,Компьютер,A2,Webcam,веб-камера,Claude (proespanol.ru)
Работа,Профессии,A1,actor,актёр,пользователь
Работа,Профессии,A1,actriz,актриса,пользователь
Работа,Профессии,A1,alumno,"ученик, студент",пользователь
Работа,Профессии,A1,asistenta,домработница,пользователь
Работа,Профессии,A1,camarero,официант,пользователь
Работа,Профессии,A1,conductor,водитель,пользователь
Работа,Профессии,A1,director,директор,пользователь
Работа,Профессии,A1,ingeniero,инженер,пользователь
Работа,Профессии,A1,jefe,"начальник, шеф",пользователь
Работа,Профессии,A1,jubilado,пенсионер,пользователь
Работа,Профессии,A1,médico,врач,пользователь
Работа,Профессии,A1,músico,музыкант,пользователь
Работа,Профессии,A1,periodista,журналист,пользователь
Работа,Профессии,A1,profesor,"учитель, преподаватель",пользователь
Работа,Профессии,A1,secretaria,секретарь,пользователь
Работа,Профессии,A1,traductor,переводчик,пользователь
Работа,Профессии,A2,administrativo,"клерк, администратор",пользователь
Работа,Профессии,A2,albañil,"каменщик, строитель",пользователь
Работа,Профессии,A2,ama de casa,домохозяйка,пользователь
Работа,Профессии,A2,cantante,певец,пользователь
Работа,Профессии,A2,dependiente,продавец,пользователь
Работа,Профессии,A2,deportista,спортсмен,пользователь
Работа,Профессии,A2,escritor,писатель,пользователь
Работа,Профессии,A2,funcionario,"госслужащий, чиновник",пользователь
Работа,Профессии,A2,gerente,"менеджер, управляющий",пользователь
Работа,Профессии,A2,informático,программист,пользователь
Работа,Профессии,A2,pintor,художник,пользователь
Работа,Профессии,A2,policía,полицейский,пользователь
Работа,Профессии,B1,abogado,адвокат,пользователь
Работа,Профессии,B1,arquitecto,архитектор,пользователь
Работа,Профессии,B1,astronauta,космонавт,пользователь
Работа,Профессии,B1,cajera,кассирша,пользователь
Работа,Профессии,B1,cartero,почтальон,пользователь
Работа,Профессии,B1,cocinero,повар,пользователь
Работа,Профессии,B1,dentista,стоматолог,пользователь
Работа,Профессии,B1,diseñador,дизайнер,пользователь
Работа,Профессии,B1,electricista,электрик,пользователь
Работа,Профессии,B1,empleado,служащий,пользователь
Работа,Профессии,B1,enfermero,"медбрат, медсестра",пользователь
Работа,Профессии,B1,fontanero,сантехник,пользователь
Работа,Профессии,B1,fotógrafo,фотограф,пользователь
Работа,Профессии,B1,historiador,историк,пользователь
Работа,Профессии,B1,jardinero,садовник,пользователь
Работа,Профессии,B1,maestro,учитель начальных классов,пользователь
Работа,Профессии,B1,mecánico,механик,пользователь
Работа,Профессии,B1,militar,военный,пользователь
Работа,Профессии,B1,niñera,няня,пользователь
Работа,Профессии,B1,obrero,рабочий,пользователь
Работа,Профессии,B1,pintor (de brocha gorda),маляр,пользователь
Работа,Профессии,B1,portero,"консьерж, вахтёр",пользователь
Работа,Профессии,B1,presentador,ведущий (новостей),пользователь
Работа,Профессии,B1,psicólogo,психолог,пользователь
Работа,Профессии,B1,técnico,техник,пользователь
Работа,Профессии,B2,bailarín,танцор,пользователь
Работа,Профессии,B2,becario,стажёр,пользователь
Работа,Профессии,B2,bibliotecario,библиотекарь,пользователь
Работа,Профессии,B2,camionero,водитель грузовика,пользователь
Работа,Профессии,B2,entrenador,тренер,пользователь
Работа,Профессии,B2,filólogo,филолог,пользователь
Работа,Профессии,B2,filósofo,философ,пользователь
Работа,Профессии,B2,granjero,фермер,пользователь
Работа,Профессии,B2,gruista,водитель эвакуатора,пользователь
Работа,Профессии,B2,interna,домработница,пользователь
Работа,Профессии,B2,intérprete,переводчик (устный),пользователь
Работа,Профессии,B2,locutor,диктор,пользователь
Работа,Профессии,B2,mensajero,курьер,пользователь
Работа,Профессии,B2,monitor,инструктор,пользователь
Работа,Профессии,B2,notario,нотариус,пользователь
Работа,Профессии,B2,representante,представитель,пользователь
Работа,Профессия,A1,actor,актер,Claude (proespanol.ru)
Работа,Профессия,A1,camarero,официант,Claude (proespanol.ru)
Работа,Профессия,A1,constructor,строитель,Claude (proespanol.ru)
Работа,Профессия,A1,ingeniero,инженер,Claude (proespanol.ru)
Работа,Профессия,A1,jurista,юрист,Claude (proespanol.ru)
Работа,Профессия,A1,médico,врач,Claude (proespanol.ru)
Работа,Профессия,A1,músico,музыкант,Claude (proespanol.ru)
Работа,Профессия,A1,periodista,журналист,Claude (proespanol.ru)
Работа,Профессия,A1,profesor,преподаватель в вузе,Claude (proespanol.ru)
Работа,Профессия,A1,secretario,секретарь,Claude (proespanol.ru)
Работа,Профессия,A1,traductor,переводчик,Claude (proespanol.ru)
Работа,Профессия,A1,vendedor,продавец,Claude (proespanol.ru)
Работа,Профессия,A2,bombero,пожарный,Claude (proespanol.ru)
Работа,Профессия,A2,cantante,певец,Claude (proespanol.ru)
Работа,Профессия,A2,dependiente,продавец-консультант,Claude (proespanol.ru)
Работа,Профессия,A2,piloto,пилот,Claude (proespanol.ru)
Работа,Профессия,A2,pintor,художник,Claude (proespanol.ru)
Работа,Профессия,A2,policía,полицейский,Claude (proespanol.ru)
Работа,Профессия,B1,abogado,адвокат,Claude (proespanol.ru)
Работа,Профессия,B1,arquitecto,архитектор,Claude (proespanol.ru)
Работа,Профессия,B1,cartero,почтальон,Claude (proespanol.ru)
Работа,Профессия,B1,cocinero,повар,Claude (proespanol.ru)
Работа,Профессия,B1,maestro,учитель в школе,Claude (proespanol.ru)
Работа,Профессия,B1,obrero,рабочий,Claude (proespanol.ru)
Работа,Профессия,B1,peluquero,парикмахер,Claude (proespanol.ru)
Работа,Профессия,B2,intérprete,устный переводчик,Claude (proespanol.ru)
Работа,Профессия,A1,las profesiónes,профессии,Claude (proespanol.ru)
Работа,Работа,A1,el compañero,коллега,Claude (proespanol.ru)
Работа,Работа,A1,el departamento,отдел,Claude (proespanol.ru)
Работа,Работа,A1,el jefe,шеф,Claude (proespanol.ru)
Работа,Работа,A1,el socio,деловой партнер,Claude (proespanol.ru)
Работа,Работа,A1,el trabajo,работа,Claude (proespanol.ru)
Работа,Работа,A1,la cita,встреча,Claude (proespanol.ru)
Работа,Работа,A1,la empresa,фирма,Claude (proespanol.ru)
Работа,Работа,A1,la oficina,офис,Claude (proespanol.ru)
Работа,Работа,A1,trabajar,работать,Claude (proespanol.ru)
Работа,Работа,B1,el empleado,наемный работник,Claude (proespanol.ru)
Работа,Работа,B1,la reunión,совещание,Claude (proespanol.ru)
Работа,Работа,C1,el sueldo,зарплата,Claude (proespanol.ru)
Работа,Работа,A2,los negocios,бизнес,Claude (proespanol.ru)
Работа,Техника,B1,cable,кабель,пользователь
Работа,Техника,B1,cargador,зарядное устройство,пользователь
Работа,Техника,B1,disco duro,жёсткий диск,пользователь
Работа,Техника,B1,hardware,аппаратное обеспечение,пользователь
Работа,Техника,B1,lápiz de memoria,флешка,пользователь
Работа,Техника,B1,memoria operativa,оперативная память,пользователь
Работа,Техника,B1,pantalla,экран (монитор),пользователь
Работа,Техника,B1,pila,батарейка,пользователь
Работа,Техника,B1,placa base,материнская плата,пользователь
Работа,Техника,B1,procesador,процессор,пользователь
Работа,Техника,B1,puerto,порт,пользователь
Работа,Техника,B1,ratón,мышь,пользователь
Работа,Техника,B1,tarjeta gráfica,видеокарта,пользователь
Работа,Техника,B1,teclado,клавиатура,пользователь
Работа,Техника,B1,torre (de ordenador),системный блок,пользователь
Работа,Техника,B1,ventilador,вентилятор (кулер),пользователь
Работа,Файлы и документы,B1,abrelatas,открывалка,пользователь
Работа,Файлы и документы,B1,bayeta,тряпка,пользователь
Работа,Файлы и документы,B1,borrar,удалять,пользователь
Работа,Файлы и документы,B1,cacerola,кастрюля,пользователь
Работа,Файлы и документы,B1,cargar,загружать,пользователь
Работа,Файлы и документы,B1,cazo,ковшик,пользователь
Работа,Файлы и документы,B1,cerilla,спичка,пользователь
Работа,Файлы и документы,B1,cerrar,закрывать,пользователь
Работа,Файлы и документы,B1,colgar,выкладывать (публиковать),пользователь
Работа,Файлы и документы,B1,copiar,копировать,пользователь
Работа,Файлы и документы,B1,crear,создавать,пользователь
Работа,Файлы и документы,B1,delantal,фартук,пользователь
Работа,Файлы и документы,B1,descargar,скачивать,пользователь
Работа,Файлы и документы,B1,editar,редактировать,пользователь
Работа,Файлы и документы,B1,eliminar,удалять,пользователь
Работа,Файлы и документы,B1,escurridor,дуршлаг,пользователь
Работа,Файлы и документы,B1,estropajo,мочалка (для посуды),пользователь
Работа,Файлы и документы,B1,guardar,сохранять,пользователь
Работа,Файлы и документы,B1,olla,кастрюля,пользователь
Работа,Файлы и документы,B1,pelador,овощечистка,пользователь
Работа,Файлы и документы,B1,pinza,щипцы,пользователь
Работа,Файлы и документы,B1,publicar,публиковать,пользователь
Работа,Файлы и документы,B1,rallador,тёрка,пользователь
Работа,Файлы и документы,B1,sacacorchos,штопор,пользователь
Работа,Файлы и документы,B1,sartén,сковорода,пользователь
Работа,Файлы и документы,B1,trapo,тряпка (кухонное полотенце),пользователь
Транспорт,Автомобиль,A1,alquilar un coche,взять машину в аренду,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,antena,антенна,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,calefacción,отопление,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,el permiso de conducir,водительские права,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,espejo,зеркало,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,espejo retrovisor,зеркало заднего вида,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,espejo retrovisor lateral,боковое зеркало,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,la matrícula,номерной знак,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,neumático,шина,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,"patente, matrícula","регистрация, номерной знак",Claude (proespanol.ru)
Транспорт,Автомобиль,A1,puerta,дверь,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,tablero,приборная панель,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,tocar la bocina,сигналить,Claude (proespanol.ru)
Транспорт,Автомобиль,A1,un accidente,авария,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,bocina,сигнал,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,"calandra, parrilla",решетка,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,dar marcha atrás,сдавать назад,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,dar un golpe,врезаться,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,el daño (hacer,causar daño),Claude (proespanol.ru)
Транспорт,Автомобиль,A2,el vehículo,транспортное средство,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,la rotonda,перекресток с круговым движением,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,la víctima,пострадавший,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,tanque de gasolina,бензобак,Claude (proespanol.ru)
Транспорт,Автомобиль,A2,ventilación,вентиляция,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,asiento del acompañante,пассажирское сиденье,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,asiento del conductor,место водителя,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,asiento trasero,заднее сидение,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,batería,батарея,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,"baúl, maletero",багажник,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,caño de escape,выхлопная труба,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,cinturón de seguridad,ремень безопасности,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,contador de kilómetros,"прибор для измерения пробега, одометр",Claude (proespanol.ru)
Транспорт,Автомобиль,B1,embrague,сцепление,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,faro delantero,фара,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,faro trasero,задная фара,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,freno,тормоз,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,freno de mano,ручной тормоз,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,la furgoneta,"малый грузовой автомобиль, пикап",Claude (proespanol.ru)
Транспорт,Автомобиль,B1,limpiaparabrisas,стеклоочиститель,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,motor,двигатель,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,parabrisas,лобовое стекло,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,volante,колесо,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,"guiño, intermitente","подмигивание, прерывистый",Claude (proespanol.ru)
Транспорт,Автомобиль,B2,indicador de nivel de gasolina,индикатор уровня топлива,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,indicador de temperatura,индикатор температуры,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,acelerador,"акселератор, ускоритель",Claude (proespanol.ru)
Транспорт,Автомобиль,B2,arranque,стартер,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,capó,капот,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,carrocería,кузов,Claude (proespanol.ru)
Транспорт,Автомобиль,C1,cigüeñal,коленчатый вал,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,encendedor,прикуриватель,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,guantera,бардачок,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,guardabarros,брызговик,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,luneta trasera,заднее стекло,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,palanca de cambios,рычаг переключения передач,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,"paragolpes, parachoques","бамперы, бампер",Claude (proespanol.ru)
Транспорт,Автомобиль,B2,silenciador,глушитель,Claude (proespanol.ru)
Транспорт,Автомобиль,B2,tacómetro,тахометр,Claude (proespanol.ru)
Транспорт,Автомобиль,B1,velocímetro,спидометр,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,aeropuerto,аэропорт,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,agencia de viajes,турагентство,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,azafata,стюардесса,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,compartimiento para equipaje,багажное отделение,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,conexión,"соединение, подключение",Claude (proespanol.ru)
Транспорт,Аэропорт,A1,descompensación por la diferencia horaria,декомпенсация разницы во времени,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,destino final,конечный пункт назначения,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,El aeropuerto,аэропорт,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,en horario,по часовой стрелке,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,equipaje,багаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,equipaje de mano,ручной багаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,equipaje facturado,зарегистрированный багаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,escala,"лестница, трап",Claude (proespanol.ru)
Транспорт,Аэропорт,A1,facturar el equipaje,проверять багаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,La tarjeta de embarque,посадочный талон,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,las llegadas están en horario,прибывшие по расписанию,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,las salidas están en horario,вылеты в соответствии с графиком,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,libre de impuestos,необлагаемый налогом,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,límite de equipaje,лимит провоза багажа,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,maleta,чемодан,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,mostrador,указатель,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,mostrador de facturación,стойки регистрации,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,número de vuelo,номер рейса,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,pasaporte,паспорт,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,pase de abordo,пройти регистрацию на рейс,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,pista,взлётно-посадочная полоса,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,puerta,дверь,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,punto de encuentro,место встречи,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,recargo por exceso de equipaje,избыточный багаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,salida de emergencia,аварийный выход,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,salón de espera,зал ожидания,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,tarjeta de embarque,посадочный талон,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,terminal,конечный; завершающий,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,torre de control,диспетчерская вышка,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,tripulación,экипаж,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,turista,турист,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,viaje de ida y vuelta,поездка туда и обратно,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,vuelo de cabotaje,внутренний рейс,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,vuelo directo,прямой рейс,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,vuelo internacional,международный рейс,Claude (proespanol.ru)
Транспорт,Аэропорт,A1,vuelo turbulento,турбулентный полет,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,apagar los cigarrillos,потушить сигареты,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,aterrizar,приземляться,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,autobús de traslado,автобус доставки,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,avión,самолет,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,"azafata, auxiliar de vuelo","стюардесса, бортпроводник",Claude (proespanol.ru)
Транспорт,Аэропорт,A2,bandeja de comida,поднос с едой,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,cabina,кабина,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,cabina del piloto,кабина пилота,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,cinta transportadora,ленточный транспортер,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,cinta transportadora de equipaje,транспортная лента багажа,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,exceso de equipaje,излишек багажа,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,funcionario de aduana,таможенник,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,funcionario de inmigración,иммиграционная служба,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,hora de llegada,время прибытия,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,hora de llegada real,фактическое время прибытия,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,hora de salida,время отправления,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,hora de salida real,фактическое время вылета,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,inmigración,иммиграция,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,"visado, visa",виза,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,abordar,посадка на рейс,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,abrocharse el cinturón de seguridad,пристегнуть ремень безопасности,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,aduana,таможня,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,asiento,сиденье,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,asiento del lado de la ventanilla,место (сидение) возле окна,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,asiento del lado del pasillo,место прохода,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,aterrizaje,посадка (приземление),Claude (proespanol.ru)
Транспорт,Аэропорт,B1,aterrizaje de emergencia,аварийная посадка,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,cinturón de seguridad,ремень безопасности,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,explanada,летное поле,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,manual de la tripulación,указания экипажа,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,reclamo de equipaje,получение багажа,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,salvavidas,спасательный жилет,Claude (proespanol.ru)
Транспорт,Аэропорт,B2,despegue,взлет,Claude (proespanol.ru)
Транспорт,Аэропорт,B2,listado de horarios,расписание,Claude (proespanol.ru)
Транспорт,Аэропорт,B2,"manga, pasarela","рукав, шлюз",Claude (proespanol.ru)
Транспорт,Аэропорт,C1,aerolínea,авиакомпания,Claude (proespanol.ru)
Транспорт,Аэропорт,C1,"maletín, portafolios","большой чемодан, портфели",Claude (proespanol.ru)
Транспорт,Аэропорт,B1,altoparlantes,громкоговорители,Claude (proespanol.ru)
Транспорт,Аэропорт,B2,cachear,досматривать,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,copiloto,второй пилот,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,demorado,задержаный,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,las llegadas están demoradas,прибывшие с задержкой,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,las salidas están demoradas,вылеты с задержкой,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,llegadas,прибытие,Claude (proespanol.ru)
Транспорт,Аэропорт,A2,salidas,"выходы, вылеты",Claude (proespanol.ru)
Транспорт,Аэропорт,B1,sobrepeso,избыточный вес,Claude (proespanol.ru)
Транспорт,Аэропорт,B1,turbulencia,турбулентность,Claude (proespanol.ru)
Транспорт,Поезд,A1,el billete de ida y vuelta,билет в оба конца,Claude (proespanol.ru)
Транспорт,Поезд,A1,el billete sencillo,билет в оба конца,Claude (proespanol.ru)
Транспорт,Поезд,A1,el equipaje,багаж,Claude (proespanol.ru)
Транспорт,Поезд,A1,El horario,расписание,Claude (proespanol.ru)
Транспорт,Поезд,A1,El quiosco,киоск,Claude (proespanol.ru)
Транспорт,Поезд,A1,El tablero de llegadas,табло прибытия,Claude (proespanol.ru)
Транспорт,Поезд,A1,El tablero de salidas,табло отправления,Claude (proespanol.ru)
Транспорт,Поезд,A1,En primera (clase),первый класс,Claude (proespanol.ru)
Транспорт,Поезд,A1,En segunda (clase),второй класс,Claude (proespanol.ru)
Транспорт,Поезд,A1,la estación de ferrocarril,железнодорожная станция,Claude (proespanol.ru)
Транспорт,Поезд,A1,la maleta,чемодан,Claude (proespanol.ru)
Транспорт,Поезд,A1,la sala de espera,зал ожидания,Claude (proespanol.ru)
Транспорт,Поезд,A1,la vía,путь,Claude (proespanol.ru)
Транспорт,Поезд,A1,Un viaje en tren,Поездка на поезде,Claude (proespanol.ru)
Транспорт,Поезд,A2,el andén,"платформа, перрон",Claude (proespanol.ru)
Транспорт,Поезд,A2,el pasillo,коридор,Claude (proespanol.ru)
Транспорт,Поезд,A2,el tren,поезд,Claude (proespanol.ru)
Транспорт,Поезд,B1,el asiento,место,Claude (proespanol.ru)
Транспорт,Поезд,B1,el maletero,носильщик (багажа),Claude (proespanol.ru)
Транспорт,Поезд,B1,el mozo,носильщик (багажа),Claude (proespanol.ru)
Транспорт,Поезд,B1,el vagón,вагон,Claude (proespanol.ru)
Транспорт,Поезд,B1,la ventanilla,окна,Claude (proespanol.ru)
Транспорт,Самолет,A1,aeropuerto,аэропорт,Claude (proespanol.ru)
Транспорт,Самолет,A1,agencia de viajes,туристическое агенство,Claude (proespanol.ru)
Транспорт,Самолет,A1,azafata,стюардесса,Claude (proespanol.ru)
Транспорт,Самолет,A1,compartimiento para equipaje,багажное отделение,Claude (proespanol.ru)
Транспорт,Самолет,A1,compañía aérea,авиакомпания,Claude (proespanol.ru)
Транспорт,Самолет,A1,conexión,стыковочный рейс,Claude (proespanol.ru)
Транспорт,Самолет,A1,control de seguridad,проверка безопасности,Claude (proespanol.ru)
Транспорт,Самолет,A1,descompensación por la diferencia horaria,декомпенсация разницы во времени,Claude (proespanol.ru)
Транспорт,Самолет,A1,destino,назначение,Claude (proespanol.ru)
Транспорт,Самолет,A1,en horario,по графику,Claude (proespanol.ru)
Транспорт,Самолет,A1,equipaje,багаж,Claude (proespanol.ru)
Транспорт,Самолет,A1,equipaje de mano,ручная кладь,Claude (proespanol.ru)
Транспорт,Самолет,A1,escala,"пересадка, транзитный билет",Claude (proespanol.ru)
Транспорт,Самолет,A1,fila,ряд,Claude (proespanol.ru)
Транспорт,Самолет,A1,libre de impuestos,необлагаемый налогом,Claude (proespanol.ru)
Транспорт,Самолет,A1,número de vuelo,номер рейса,Claude (proespanol.ru)
Транспорт,Самолет,A1,pasaje de ida y vuelta,билет туда - обратно,Claude (proespanol.ru)
Транспорт,Самолет,A1,pasajero,пассажир,Claude (proespanol.ru)
Транспорт,Самолет,A1,pasaporte,паспорт,Claude (proespanol.ru)
Транспорт,Самолет,A1,pista,взлетная полоса,Claude (proespanol.ru)
Транспорт,Самолет,A1,puerta,дверь,Claude (proespanol.ru)
Транспорт,Самолет,A1,sala de espera,зал ожидания,Claude (proespanol.ru)
Транспорт,Самолет,A1,salida de emergencia,запасный выход,Claude (proespanol.ru)
Транспорт,Самолет,A1,tarjeta de embarque,посадочный талон,Claude (proespanol.ru)
Транспорт,Самолет,A1,torre de control,диспетчерский (пункт),Claude (proespanol.ru)
Транспорт,Самолет,A1,tripulación,экипаж,Claude (proespanol.ru)
Транспорт,Самолет,A1,viaje de ida,поездка туда и обратно,Claude (proespanol.ru)
Транспорт,Самолет,A1,vuelo de cabotaje,внутренний рейс,Claude (proespanol.ru)
Транспорт,Самолет,A1,vuelo directo,прямой полет,Claude (proespanol.ru)
Транспорт,Самолет,A1,vuelo internacional,международный рейс,Claude (proespanol.ru)
Транспорт,Самолет,A2,aterrizar,приземляться,Claude (proespanol.ru)
Транспорт,Самолет,A2,autobús transbordador,пригородный автобус,Claude (proespanol.ru)
Транспорт,Самолет,A2,auxiliar de vuelo,стюард,Claude (proespanol.ru)
Транспорт,Самолет,A2,avión,самолет,Claude (proespanol.ru)
Транспорт,Самолет,A2,bandeja de comida,лоток для еды,Claude (proespanol.ru)
Транспорт,Самолет,A2,cabina,кабина,Claude (proespanol.ru)
Транспорт,Самолет,A2,despegar,взлетать,Claude (proespanol.ru)
Транспорт,Самолет,A2,embarcar,подниматься на борт,Claude (proespanol.ru)
Транспорт,Самолет,A2,exceso de equipaje,излишек багажа,Claude (proespanol.ru)
Транспорт,Самолет,A2,inmigración,иммиграция,Claude (proespanol.ru)
Транспорт,Самолет,A2,pasillo,коридор,Claude (proespanol.ru)
Транспорт,Самолет,A2,piloto,пилот,Claude (proespanol.ru)
Транспорт,Самолет,A2,visa,виза,Claude (proespanol.ru)
Транспорт,Самолет,B1,aduana,таможня,Claude (proespanol.ru)
Транспорт,Самолет,B1,asiento,сиденье,Claude (proespanol.ru)
Транспорт,Самолет,B1,aterrizaje,посадка (приземление),Claude (proespanol.ru)
Транспорт,Самолет,B1,aterrizaje de emergencia,аварийная посадка,Claude (proespanol.ru)
Транспорт,Самолет,B1,balanza,весы,Claude (proespanol.ru)
Транспорт,Самолет,B1,chaleco salvavidas,спасательный жилет,Claude (proespanol.ru)
